sasija;Znamka vozila;Leto izdelave;Število lastnikov;Barva;Vrsta goriva;Oznaka motorja;Moč;Prostornina;EURO oznaka;Prva registracija;Prve registracija (SI);Status/starost
WAUZZZ8P18A062626;AUDI A3 / 1.9 / TDI;2007;1;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 4;2007-09-28;2007-09-28;Fizična oseba 35 let
WBAUD71090PY73473;BMW 118 // d;2007;2;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2007-03-28;2008-03-29 UVOŽEN;Fizična oseba 29 let
WVWZZZAUZEP002832;VOLKSWAGEN GOLF / 1.6 / TDI;None;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2013-06-13;2015-06-09 UVOŽEN;Fizična oseba 67 let
VF1KZ10D651446334;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;2014;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2014-10-07;2014-10-07;Pravna oseba
2DGSS0BB9GNC38219;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ4G8GN069795;AUDI A6 ALLROAD QUATTRO / 3.0 / TDI AUT.;None;1;kovinski - BELA - SVETLA;None;None;/ kW;/ ccm;EURO 6;2015-09-30;2015-09-30;Pravna oseba
TEC1T0221454;PIAGGIO TYPHOON 50;1995;4;navaden - RUMENA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2002-05-17;2002-05-17;Fizična oseba 44 let
VG5SA421000002425;YAMAHA NS50 /;None;2;navaden - MODRA - TEMNA;None;None;/ kW;/ ccm;ni podatka;2013-07-10;2013-07-10;Fizična oseba 64 let
VG5SA144000234708;YAMAHA YQ50 /;None;1;navaden - RDEČA - TEMNA;Bencin;A123E;2 kW;49 ccm;ni podatka;2013-07-10;2013-07-10;Fizična oseba 22 let
WAUZZZ8K48A030449;AUDI A4 / 2.0 / TDI V-AUT.;2008;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2008-04-10;2008-04-10;Pravna oseba
WDC1641221A245134;MERCEDES BENZ ML / 320 / CDI;2007;2;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 4;2007-12-22;2007-12-22;Fizična oseba 65 let
ZAPCD1G1735003960;GILERA RUNNER 180;2003;4;kovinski - SIVA - SREDNJA;Bencin;M081M;11 kW;125 ccm;ni podatka;2003-08-09;2003-08-09;Fizična oseba 33 let
457855;TOMOS TOMOS APN6;1997;1;navaden - MODRA - SREDNJA;Mešanica;4G;1 kW;49 ccm;ni podatka;2012-09-26;2012-09-26;Fizična oseba 35 let
ZY210A80000001001;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1KTD10646704152;RENAULT LAGUNA / GRANDTOUR 2.0 / DCI;None;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2012-01-26;2012-01-26;Pravna oseba
LBMC25D0X00006369;PIAGGIO ZIP 25 4T /;2017;1;navaden - RUMENA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2017-05-05;2017-05-05;Fizična oseba 52 let
ZAPC4610000060860;GILERA RUNNER RST 50 SP /;None;3;navaden - ČRNA - SREDNJA;Bencin;C451M;3 kW;49 ccm;ni podatka;2013-05-08;2013-05-08;Fizična oseba 37 let
VF1KZ0B0642406831;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;2009;1;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2009-11-20;2009-11-20;Fizična oseba 48 let
WBAPR51040E718585;BMW 316 / / d;None;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2013-05-23;2013-05-23;Pravna oseba
VF15R0G0H52614614;RENAULT CLIO / 1.2 / 16V;None;1;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2015-04-30;2015-04-30;Fizična oseba 34 let
WVWZZZ3CZDE119462;VOLKSWAGEN PASSAT / VARIANT 2.0 / TDI;None;1;kovinski - MODRA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2013-04-18;2016-07-09 UVOŽEN;Pravna oseba
LBMC25D0700032671;PIAGGIO ZIP 25 4T /;None;1;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2017-04-11;2017-04-11;Fizična oseba 60 let
WVWZZZ1KZ8P108703;VOLKSWAGEN GOLF / 1.9 / TDI;2008;2;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2008-04-30;2008-04-30;Fizična oseba 39 let
449568;TOMOS APN-6S;1994;1;navaden - RDEČA - TEMNA;None;None;/ kW;/ ccm;ni podatka;2013-07-11;2013-07-11;Fizična oseba 58 let
SJNFDNJ11U1708977;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
SXE1P202DFS008143;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ3CZFE481047;VOLKSWAGEN PASSAT / VARIANT 2.0 / TDI;None;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 6;2015-06-30;2015-06-30;Pravna oseba
VF15R0G0H49077885;RENAULT CLIO / 1.2 / 16V;None;1;kovinski - RDEČA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-07-18;2013-07-18;Fizična oseba 28 let
ZFA19900000782696;FIAT GRANDE PUNTO VAN 1.3 / JTD;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2011-04-21;2016-01-19 UVOŽEN;Fizična oseba 21 let
ZAPC1400003012309;GILERA RUNNER 50;1996;3;kovinski - MODRA - SREDNJA;Bencin;C141M;2 kW;49 ccm;ni podatka;2002-08-19;2002-08-19;Fizična oseba 36 let
TMBJG7NE4E0054051;ŠKODA OCTAVIA / COMBI 1.6 / TDI;None;1;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-10-04;2013-10-04;Pravna oseba
WAUZZZ8DZSA032454;AUDI A 4 / 1.6;1995;2;kovinski - VIJOLIČNA - TEMNA;None;None;/ kW;/ ccm;EURO 1;1995-03-01;1995-03-01;Fizična oseba 30 let
WV1ZZZ7HZ9H027337;VOLKSWAGEN TRANSPORTER 2.5 / TDI 4M;2008;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 4;2008-11-07;2008-11-07;Pravna oseba
VF1BZ1A0545276488;RENAULT MEGANE / 1.5 / DCI;2011;1;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2011-04-26;2015-03-09 UVOŽEN;Fizična oseba 54 let
ZAR93000004123318;ALFA ROMEO ALFA / 146 1.6 TS;1997;4;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 2;1998-03-12;1998-03-12;Fizična oseba 44 let
VF12RAL1H51171099;RENAULT CAPTUR / 1.5 / DCI;None;1;kovinski - RDEČA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2014-10-02;2014-10-02;Pravna oseba
WVWZZZAUZDP096151;VOLKSWAGEN GOLF / 1.6 / TDI;None;1;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-06-19;2013-06-19;Pravna oseba
WAUZZZ8P46A097593;AUDI A3 / 1.9 / TDI;2005;1;kovinski - MODRA - SVETLA;None;None;/ kW;/ ccm;EURO 4;2005-11-28;2009-09-30 UVOŽEN;Fizična oseba 54 let
VF1C0630515044344;RENAULT TWINGO / 1.2;1996;6;kovinski - RDEČA - TEMNA;None;None;/ kW;/ ccm;EURO 1;1996-07-29;1996-07-29;Fizična oseba 40 let
VSKTVUR20U0568012;NISSAN TERRANO II / 2.7 / TDI;2005;2;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 3;2005-04-29;2008-09-01 UVOŽEN;Fizična oseba 56 let
VF1KZ1A0749536882;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-12-06;2013-12-06;Fizična oseba 64 let
VF15R0G0H49554647;RENAULT CLIO / 1.2 / 16V;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-11-29;2013-11-29;Fizična oseba 54 let
WBAXA31000DW61223;BMW 525 / / d AUT.;2012;1;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2012-03-09;2015-05-15 UVOŽEN;Fizična oseba 38 let
WHDR3041BB0560924;HUMBAUR HS 303016 /;2013;1;navaden - SIVA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2013-01-02;2013-01-02;Pravna oseba
WVWZZZ16ZCM130954;VOLKSWAGEN JETTA / 2.0 / TDI;None;1;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2012-05-09;2012-05-09;Fizična oseba 55 let
LBMC25D0400039125;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
467757;TOMOS APN 6S;1999;3;kovinski - SIVA - SVETLA;Mešanica;None;2 kW;49 ccm;ni podatka;2009-07-17;2009-07-17;Fizična oseba 22 let
WVWZZZAUZDW127057;VOLKSWAGEN GOLF / 1.6 / TDI;None;1;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2013-04-25;2013-04-25;Pravna oseba
WBAUX31090A707201;BMW 320 / TOURING / d;2009;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2009-10-16;2014-06-13 UVOŽEN;Pravna oseba
WBAVP710X0VW68798;BMW X1 / xDrive 18 / d;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2014-04-22;2015-03-20 UVOŽEN;Pravna oseba
ZD4RLD1003S024463;APRILIA SR 50;2003;1;navaden - MODRA - TEMNA;Bencin;L01;5 kW;49 ccm;ni podatka;2004-03-16;2004-03-16;Fizična oseba 75 let
VF1KZ5G0645403215;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;2011;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2011-06-30;2011-06-30;Pravna oseba
ZCFC3570105187520;IVECO 35 E 10;1998;4;navaden - BELA - TEMNA;None;None;/ kW;/ ccm;EURO 2;1998-09-15;1998-09-15;Fizična oseba 48 let
VF1CB080F28516404;RENAULT RENAULT / CLIO / 1,5 / DCI;2003;2;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 3;2003-04-30;2003-04-30;Fizična oseba 33 let
VF3XUAHZ8DZ060142;PEUGEOT EXPERT 2.0 / HDI L2H1 12Q;2014;1;navaden - BELA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2014-06-03;2014-06-03;Pravna oseba
WVWZZZ1KZ8P003809;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
JYADG202000001005;YAMAHA WR250X /;2010;2;kovinski - ČRNA - SREDNJA;Bencin;G373E;22 kW;250 ccm;ni podatka;2010-08-12;2010-08-12;Fizična oseba 23 let
B20S060729;AUSTIN MINI;None;6;None;None;None;/ kW;/ ccm;ni podatka;1972-01-01;1994-04-26 UVOŽEN;21 let
LBMC25D0900032719;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
1J8G6E85X4W129319;JEEP CHEROKEE / 2.8 / TD AUT.;2003;2;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 3;2003-11-04;2008-01-28 UVOŽEN;Pravna oseba
VF15R0G0H48560034;RENAULT CLIO / 1.2 / 16V;None;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-03-22;2013-03-22;Fizična oseba 63 let
VF1VBU4Y255805920;RENAULT MASTER 2.3 / DCI;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2016-07-01;2016-07-01;Pravna oseba
VF15R5A0H51201955;RENAULT CLIO / 0.9 / TCE;None;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2014-09-30;2014-09-30;Pravna oseba
ZFA17600004408137;FIAT PUNTO / 60 SX;1997;4;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 2;1997-02-11;1997-02-11;Fizična oseba 23 let
TMBJJ7NEXE0132320;ŠKODA OCTAVIA / COMBI 2.0 / TDI;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2014-01-15;2014-01-15;Pravna oseba
JKAEX250HHA081352;KAWASAKI ZZR 250;2001;5;navaden - MODRA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2001-03-05;2001-03-05;Fizična oseba 23 let
25205;ITALJET PACK A WAY;None;1;navaden - ČRNA - TEMNA;Mešanica;MO-1 MORINI;1 kW;49 ccm;ni podatka;1980-12-31;2018-05-18 UVOŽEN;Fizična oseba 51 let
ZFA19200000662707;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1KZ140650592240;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2014-03-20;2016-09-16 UVOŽEN;Fizična oseba 43 let
VF1JZM40252001837;RENAULT SCENIC / 1.6 / 16V;None;1;kovinski - RJAVA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2014-11-12;2014-11-12;Fizična oseba 65 let
385641;TOMOS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-04-01;None UVOŽEN;21 let
460309;TOMOS TOMOS APN6;None;2;None;None;None;/ kW;/ ccm;ni podatka;2002-05-01;2002-05-06 UVOŽEN;31 let
W0LBD6EC8HG057034;OPEL ASTRA / 1.4 / TURBO;None;1;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 6;2016-12-19;2016-12-19;Pravna oseba
WBANJ91090CR69135;BMW 535 / TOURING / d AUT.;2005;2;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;EURO 4;2005-11-15;2008-06-02 UVOŽEN;Fizična oseba 37 let
WAUZZZ4G3GN043959;AUDI A6 / AVANT 3.0 / TDI Q AUT.;None;1;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 6;2015-07-14;2015-07-14;Pravna oseba
WAUZZZ8R3FA046653;AUDI Q5 / 2.0 / TDI Q AUT.;None;1;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 6;2014-10-03;2014-10-03;Pravna oseba
WAUZZZ8P37A131296;AUDI A3 / 1.9 / TDI;2007;1;kovinski - ZELENA - TEMNA;None;None;/ kW;/ ccm;EURO 4;2007-01-31;2011-02-02 UVOŽEN;Fizična oseba 32 let
4TD504583;YAMAHA SPY 50;1996;1;navaden - MODRA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2002-04-30;2002-04-30;Fizična oseba 59 let
WVWZZZ1KZ6B042906;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF15R0G0H48166983;RENAULT CLIO / 1.2 / 16V;None;2;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-01-11;2013-01-11;Fizična oseba 28 let
WDB1680311J290938;MERCEDES BENZ A / 140 /;1999;2;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 2;1999-09-29;2008-03-03 UVOŽEN;Pravna oseba
WBAFF41000L137238;BMW X5 / xDrive 30 / d AUT.;2009;2;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2009-04-24;2009-04-24;Pravna oseba
386590;TOMOS APN 6 S;1988;2;kovinski - MODRA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2002-05-07;2002-05-07;Fizična oseba 66 let
WB1052408DZ038226;BMW S 1000 RR /;None;1;navaden - BELA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2013-04-24;2013-04-24;Pravna oseba
WJMM1VUH404344337;IVECO STRALIS AS440S50T/FP-LT / 3650;2008;1;navaden - RDEČA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2008-01-21;2014-08-12 UVOŽEN;Pravna oseba
C7E2T28163;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1KZAM671317;VOLKSWAGEN GOLF / VARIANT 1.6 / TDI;2010;1;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2010-05-26;2010-05-26;Fizična oseba 37 let
WV2ZZZ70ZSH113526;VOLKSWAGEN 70 X1C;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-05-01;1996-05-24 UVOŽEN;44 let
WB10219088ZT64447;BMW F 800 GS /;2008;1;navaden - SIVA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2008-03-31;2014-05-14 UVOŽEN;Fizična oseba 33 let
VF12R5A1H50218037;RENAULT CAPTUR / 0.9 / TCE;None;1;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2014-03-31;2014-03-31;Fizična oseba 60 let
WAUZZZ8K5FA173388;AUDI A4 AVANT / 2.0 / TDI AUT.;None;1;navaden - BELA - TEMNA;None;None;/ kW;/ ccm;EURO 6;2015-10-13;2015-10-13;Pravna oseba
WVWZZZ3CZCE174748;VOLKSWAGEN PASSAT / VARIANT 2.0 / TDI;None;1;kovinski - MODRA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2012-05-17;2016-10-28 UVOŽEN;Fizična oseba 41 let
VF15RFL0H48566610;RENAULT CLIO / 1.5 / DCI;None;1;kovinski - RDEČA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-05-31;2013-05-31;Pravna oseba
VF15R040H48376246;RENAULT CLIO / 1.5 / DCI;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-01-15;2016-05-27 UVOŽEN;Fizična oseba 38 let
VF38D9HL0CL021681;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A24DAA00G79457;TOMOS FLEXER 25 /;None;1;navaden - ČRNA - SREDNJA;Mešanica;4D;1 kW;49 ccm;ni podatka;2017-04-06;2017-04-06;Fizična oseba 65 let
LV3036E140454;JOHN DEERE 3036 E;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-12-18;2009-12-18;
483112;TOMOS APN 6;2004;1;navaden - RDEČA - SREDNJA;Mešanica;4G;2 kW;49 ccm;ni podatka;2005-07-21;2005-07-21;Fizična oseba 72 let
VGAS1B00B00048708;PEUGEOT SPEEDFIGHT LC;1998;2;navaden - ČRNA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2002-06-07;2002-06-07;Fizična oseba 50 let
365590;TOMOS A3M S;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-07-30;2010-07-30;39 let
VF15R0G0H49103062;RENAULT CLIO / 1.2 / 16V;None;1;navaden - BELA - SREDNJA;None;None;/ kW;/ ccm;EURO 5;2013-10-04;2013-10-04;Fizična oseba 52 let
JMZGF12P201117414;MAZDA MAZDA 626;1997;5;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 2;1998-04-07;1998-04-07;Fizična oseba 64 let
WAUZZZ8V2E1021156;AUDI A3 / 2.0 / TDI AUT.;None;1;kovinski - BELA - SVETLA;None;None;/ kW;/ ccm;EURO 5;2014-08-29;2014-08-29;Pravna oseba
VF1CB0A0F19205656;RENAULT CLIO / 1.2;1998;4;navaden - RDEČA - SREDNJA;None;None;/ kW;/ ccm;EURO 2;1998-12-04;1998-12-04;Fizična oseba 25 let
F15R040H48369103;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
339482;TOMOS APN 6;1986;1;None;None;None;/ kW;/ ccm;ni podatka;2009-05-08;2009-05-08;Fizična oseba 57 let
WVWZZZ1KZ6W034366;VOLKSWAGEN GOLF / 1.9 / TDI;2006;4;kovinski - ČRNA - TEMNA;None;None;/ kW;/ ccm;EURO 4;2006-03-31;2006-03-31;Fizična oseba 56 let
JH2SC57B54M002417;HONDA CBR / 1000 / RR;2004;7;navaden - RDEČA - SREDNJA;Bencin;SC57E;126 kW;998 ccm;ni podatka;2004-06-23;2004-06-23;Fizična oseba 40 let
VSSZZZ9KZWR019242;SEAT INCA 1.4;None;2;None;None;None;/ kW;/ ccm;ni podatka;1999-01-01;1999-01-04 UVOŽEN;42 let
1GMDU06G3TT300687;PONTIAC TRANSSPORT 2.3 16V;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-12-01;1996-12-04 UVOŽEN;42 let
WVWZZZ1KZ7P053370;VOLKSWAGEN GOLF / 1.9 / TDI;2007;3;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 4;2007-03-21;2007-03-21;Fizična oseba 31 let
LZPTCBP9543044321;BAOTIAN BT 50 QT-9;2005;3;kovinski - SIVA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2005-06-14;2005-06-14;Fizična oseba 35 let
VG5SA144000108314;YAMAHA YQ 50 /;2007;1;navaden - MODRA - TEMNA;Bencin;A123E;2 kW;49 ccm;ni podatka;2007-07-17;2007-07-17;Fizična oseba 44 let
WBAWD71070P074560;BMW 335;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-11-26;2008-11-26;
WDD2042011F562597;MERCEDES BENZ C / 200 T / CDI AUT.;2010;1;kovinski - SIVA - TEMNA;None;None;/ kW;/ ccm;EURO 5;2010-09-13;2013-02-26 UVOŽEN;Pravna oseba
WBSWD91080PY30047;BMW M3 /;2008;2;kovinski - ČRNA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2008-01-08;2009-03-10 UVOŽEN;Fizična oseba 33 let
H013075006H000782;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C7E2T-0408999;PIAGGIO CIAO PX;1981;52;kovinski - ZELENA - SREDNJA;Mešanica;C7E2T;1 kW;49 ccm;ni podatka;2017-06-09;2017-06-09;Fizična oseba 58 let
ZZ1A24DAA00946449;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
524779;ZASTAVA A3 ML;None;2;None;None;None;/ kW;/ ccm;ni podatka;1976-11-01;2007-07-06 UVOŽEN;75 let
2841;TEHNOSTROJ FARMER 304 LS;1986;2;navaden - ZELENA - SREDNJA;Dizel;D226.3.2.19130;43 kW;3768 ccm;ni podatka;1986-12-26;1986-12-26;Fizična oseba 79 let
C7E2T039076;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A24DAA;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
LJ4AA05FX7S011258;JMSTAR JSD50QT-27;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-05-14;2008-05-14;37 let
1359833;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C7E2T/0313847;PIAGGIO CIAO PX;1981;52;kovinski - ZELENA - SREDNJA;Mešanica;C7E2T;1 kW;49 ccm;ni podatka;2017-06-09;2017-06-09;Fizična oseba 58 let
ZZ1A26DAF00839066;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A25DAA00411310;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
TRHS3800CXA013943;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A26DAF00A55360;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
026767;IMT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1982-04-01;None UVOŽEN;60 let
516641;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A24DAA00A54443;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C74ET003033;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
155051;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
0M19800RST19801;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C7E1T-2453685;PIAGGIO CIAO;1979;46;kovinski - MODRA - SREDNJA;Mešanica;C1M;1 kW;49 ccm;ni podatka;1985-12-31;2017-05-26 UVOŽEN;Fizična oseba 34 let
ZZ1A25DAA00410588;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A26DAF00522524;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
*049*014363*;TOMO VINKOVIČ TV830;1989;3;navaden - RDEČA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2012-01-18;2012-01-18;Fizična oseba 64 let
838376;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
046032;TOMOS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-05-01;None UVOŽEN;19 let
0405539;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
SNTCA07A01258;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A24DAA00A56523;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
N10N610101;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
02122KS708;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
5761;ZETOR BUFFALO 130;1982;5;navaden - ORANŽNA - SREDNJA;Dizel;11767;96 kW;5322 ccm;ni podatka;1982-07-28;1982-07-28;Fizična oseba 41 let
LFKYCJL0881019693;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C/E9T 1000972;PIAGGIO MASTER FURGON 2.5;1963;3;None;None;None;/ kW;/ ccm;ni podatka;1979-04-09;1979-04-09;
2194178;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
104402;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
011483;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
280220C.P.N11L40101;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
820423;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
194352;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
024803;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
69642;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
858463;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
8214052;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
328261;TOMOS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-05-01;None UVOŽEN;44 let
ZAPC2400000027005;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZAPC03000*0000*1243;PASQUALI-TOMO VINKOVIĆ DELFINO 32;1986;80;navaden - ZELENA - SREDNJA;Dizel;Y004N242425;29 kW;2500 ccm;ni podatka;1988-06-03;1988-06-03;Fizična oseba 68 let
22098,49,3;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
179961;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C7E1T833023;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
221A24DAAC00730483;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
232600;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A26DAF00733996;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
954057;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZZ1A24DAA00412834;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
