"ZNAMKA", "TIP", "REGISTRSKA", "ŠASIJA", "BARVA", "DATUM ODVZEMA"
"VOLKSWAGEN", "BORA", "LJN084A", "WVWZZZ1JZYW679958", "KOVINSKI - ZELENA", "27.02.2006"
"RENAULT", "CLIO", "NM1894D", "VF1CB05CF28855360", "", "24.02.2006"
"FORD", "ESCORT", "MBR099D", "WF0AXXGCAAMC98944", "NAVADEN - ČRNA", "24.02.2006"
"", "E", "LJX929A", "WDB2110611A326885", "NAVADEN - SIVA", "24.02.2006"
"TPV", "VSI TIPI", "", "ZYZY0A60000002685", "NAVADEN - SIVA", "23.02.2006"
"TOMOS", "APN 6", "", "477229", "", "23.02.2006"
"RENAULT", "CLIO", "LJK930Y", "VF1BB05CF29735235", "NAVADEN - ČRNA", "23.02.2006"
"VOLKSWAGEN", "PASSAT", "LJU758C", "WVWZZZ3B2WE068878", "NAVADEN - BELA", "23.02.2006"
"NISSAN", "PRIMERA", "KRF7530", "SJNBAAP10U0287021", "KOVINSKI - SIVA", "23.02.2006"
"RENAULT", "R5", "CE6891H", "VF1C4010506289486", "", "23.02.2006"
"VOLKSWAGEN", "PASSAT", "KRR9561", "WVWZZZ3BZ2E393162", "NAVADEN - BELA", "22.02.2006"
"IMT", "VSI TIPI", "POA462", "901215898", "NAVADEN - RDEČA", "22.02.2006"
"VOLKSWAGEN", "PASSAT", "NMH2595", "WVWZZZ3CZ6P136313", "KOVINSKI - SIVA", "21.02.2006"
"TOMOS", "APN 6", "MBA4549", "476310", "NAVADEN - BELA", "21.02.2006"
"RENAULT", "LAGUNA", "CEU8014", "VF1KG0G0626329508", "KOVINSKI - MODRA", "21.02.2006"
"FIAT", "TIPO", "LJ2089L", "ZFA16000004555446", "NAVADEN - SIVA", "20.02.2006"
"VOLKSWAGEN", "GOLF", "LJZ006V", "WVWZZZ1JZ1W320562", "KOVINSKI - MODRA", "20.02.2006"
"SCANIA VABIS", "VSI TIPI", "CET5251", "YS2R4X20002000102", "", "17.02.2006"
"VOLKSWAGEN", "PASSAT", "MBF469D", "WVWZZZ3BZ2E148794", "KOVINSKI - ČRNA", "16.02.2006"
"OPEL", "VECTRA", "LJ131ER", "W0L0ZCF6931061180", "KOVINSKI - SIVA", "15.02.2006"
"AUDI", "", "LJ461ZP", "TRUTC28N011000212", "NAVADEN - SIVA", "15.02.2006"
"RENAULT", "CLIO", "LJK048T", "VF1BB07CF29631488", "KOVINSKI - SIVA", "15.02.2006"
"BMW", "320", "MBF484D", "WBAAP71080JL45968", "NAVADEN - ČRNA", "15.02.2006"
"OPEL", "VECTRA", "CX061BB", "W0L0ZCF3551121289", "NAVADEN - SIVA", "15.02.2006"
"", "E 220", "MBL037D", "WDB2110061A007904", "KOVINSKI - ČRNA", "14.02.2006"
"ŠKODA", "FABIA", "LJX361F", "TMBPW46Y444094545", "NAVADEN - RDEČA", "14.02.2006"
"RENAULT", "MEGANE", "LJX365M", "VF1BM0C0H33000689", "", "14.02.2006"
"TOMOS", "", "MBK192", "294759", "", "14.02.2006"
"VOLKSWAGEN", "GOLF", "LJ749SR", "WVWZZZ1JZ6W017813", "NAVADEN - MODRA", "13.02.2006"
"CITROEN", "AX", "KRC3196", "VF7ZAZJ0028ZJ9321", "KOVINSKI - SIVA", "13.02.2006"
"RENAULT", "CLIO", "LJT882E", "VF1BB0A0F19606338", "NAVADEN - SIVA", "11.02.2006"
"VOZILA GORICA", "", "384NLJ", "VZYS364EZN1020759", "", "11.02.2006"
"RENAULT", "SCENIC", "LJ966DN", "VF1JM0G0629447701", "NAVADEN - SIVA", "10.02.2006"
"VOLKSWAGEN", "GOLF", "LJ757UV", "WVWZZZ1JZ1D022112", "NAVADEN - ČRNA", "09.02.2006"
"BMW", "530", "MBH258K", "WBADP710X0GS73651", "SREBRNA", "06.02.2006"
"BMW", "330", "KRN9440", "WBAEL91040PA30321", "KOVINSKI - SIVA", "06.02.2006"
"AUDI", "A 4", "LJC482V", "WAUZZZ8DZYA157851", "NAVADEN - ČRNA", "06.02.2006"
"SUZUKI", "", "LJ3547Z", "MA3ECA11S00962310", "NAVADEN - ZELENA", "06.02.2006"
"AUDI", "A 4", "CEU7934", "WAUZZZ8E63A012764", "", "03.02.2006"
"VOLKSWAGEN", "PASSAT", "GOE5836", "WVWZZZ3BZ2P138533", "KOVINSKI - SIVA", "03.02.2006"
"RENAULT", "LAGUNA", "LJ325KH", "VF1BGRG0632107960", "KOVINSKI - MODRA", "03.02.2006"
"RENAULT", "CLIO", "KKE3981", "VF1BBR8EF32044279", "KOVINSKI - SIVA", "02.02.2006"
"AUDI", "", "NME8423", "WAUZZZ4B72N054234", "", "02.02.2006"
"RENAULT", "CLIO", "MBC171A", "VF1BB080F28466960", "KOVINSKI - MODRA", "02.02.2006"
"VOLKSWAGEN", "GOLF", "LJZ0404", "WVWZZZ1JZ3W300882", "SREBRNA", "02.02.2006"
"MAZDA", "PREMACY", "", "JMZCP19S521301901", "NAVADEN - SIVA", "01.02.2006"
"ŠKODA", "OCTAVIA", "LJN387F", "TMBFU21U738711647", "NAVADEN - ČRNA", "01.02.2006"
"RENAULT", "CLIO", "GO4329R", "VF1BB0P0G28982754", "KOVINSKI - SIVA", "01.02.2006"
"VOLKSWAGEN", "GOLF", "LJ8314X", "WVWZZZ1KZ4P057412", "KOVINSKI - SIVA", "01.02.2006"
"RENAULT", "TWINGO", "LJL860Y", "VF1C06C0531227595", "KOVINSKI - ČRNA", "31.01.2006"
"", "VSI TIPI", "CEV8602", "WDB9540621K415214", "NAVADEN - RDEČA", "31.01.2006"
"AUDI", "", "LJH345X", "WAUZZZ4BZYN135743", "NAVADEN - SIVA", "30.01.2006"
"IVECO", "", "JRJ328", "WJMM1VRL00C022946", "NAVADEN - BELA", "30.01.2006"
"VOLKSWAGEN", "GOLF", "LJS617T", "WVWZZZ1JZ1W279839", "KOVINSKI - MODRA", "30.01.2006"
"RENAULT", "LAGUNA", "", "VF1BG0F0626572422", "KOVINSKI - MODRA", "30.01.2006"
"VOLKSWAGEN", "PASSAT", "MBG624D", "WVWZZZ3BZ2E379287", "KOVINSKI - SIVA", "30.01.2006"
"VOLKSWAGEN", "GOLF", "KPH8238", "WVWZZZ19ZGW576926", "NAVADEN - BELA", "30.01.2006"
"AUDI", "", "LJ811DN", "S270503701", "NAVADEN - MODRA", "30.01.2006"
"AUDI", "A 4", "LJH527Y", "WAUZZZ8E44A116736", "NAVADEN - ČRNA", "26.01.2006"
"RENAULT", "CLIO", "LJL606U", "VF1CB1L0F24804838", "NAVADEN - RDEČA", "26.01.2006"
"VOLKSWAGEN", "PASSAT", "", "WVWZZZ3CZ6P001097", "NAVADEN - ČRNA", "25.01.2006"
"RENAULT", "MEGANE", "MBJ032D", "VF1DA0F0G16261016", "", "25.01.2006"
"AUDI", "A 4", "LJY090X", "WAUZZZ8E05A056942", "KOVINSKI - ZELENA", "25.01.2006"
"VOLKSWAGEN", "GOLF", "LJY655T", "WVWZZZ1JZYD624901", "NAVADEN - MODRA", "24.01.2006"
"VOLKSWAGEN", "PASSAT", "LJ962PL", "WVWZZZ3BZXE297940", "KOVINSKI - ČRNA", "24.01.2006"
"VOLKSWAGEN", "PASSAT", "LJ2775N", "WVWZZZ3BZ3E371509", "NAVADEN - BELA", "24.01.2006"
"VOLKSWAGEN", "PASSAT", "MBT1696", "WVWZZZ3BZYE326427", "NAVADEN - MODRA", "24.01.2006"
"PEUGEOT", "206", "CEU3773", "VF32CKFWF41949887", "", "23.01.2006"
"VOLKSWAGEN", "PASSAT", "LJV0535", "WVWZZZ3BZ3P182486", "KOVINSKI - SIVA", "23.01.2006"
"VOLKSWAGEN", "PASSAT", "LJ925MN", "WVWZZZ3BZ4E298288", "KOVINSKI - MODRA", "23.01.2006"
"RENAULT", "CLIO", "LJD656M", "VF1557K0F16630573", "NAVADEN - BELA", "23.01.2006"
"RENAULT", "CLIO", "LJS579S", "VF1CB05CF27920726", "NAVADEN - ČRNA", "23.01.2006"
"FIAT", "BRAVA", "KPE8081", "ZFA18200004160396", "KOVINSKI - ZELENA", "23.01.2006"
"RENAULT", "CLIO", "KKE4267", "VF1CB0A0F21934540", "NAVADEN - RDEČA", "20.01.2006"
"YAMAHA", "JZ", "", "4SS-019178", "NAVADEN - BELA", "19.01.2006"
"RENAULT", "CLIO", "LJ478UD", "VF1CB0A0F19871101", "KOVINSKI - MODRA", "19.01.2006"
"FIAT", "BRAVO", "", "ZFA18200004319668", "NAVADEN - ČRNA", "19.01.2006"
"VOLKSWAGEN", "GOLF", "GOJ9174", "WVWZZZ1JZ2W458633", "KOVINSKI - MODRA", "19.01.2006"
"PIAGGIO", "", "NI", "037080", "NAVADEN - ČRNA", "19.01.2006"
"KOEGEL", "VSI TIPI", "1666SM", "WK0SN0024X0724502", "NAVADEN - RDEČA", "18.01.2006"
"AUDI", "", "CEZ7305", "WAUZZZ4BZXN079661", "NAVADEN - ČRNA", "18.01.2006"
"RENAULT", "CLIO", "GOM5946", "VF1CB080F28003508", "KOVINSKI - ČRNA", "18.01.2006"
"VOLKSWAGEN", "POLO", "LJR643U", "WVWZZZ6NZ1Y049618", "KOVINSKI - ZELENA", "18.01.2006"
"VOLKSWAGEN", "GOLF", "LJN979X", "WVWZZZ1JZXW109249", "", "18.01.2006"
"VOLKSWAGEN", "PASSAT", "LJX329A", "WVWZZZ3BZ1E172256", "KOVINSKI - SIVA", "18.01.2006"
"SEAT", "IBIZA", "CEZ9282", "VSSZZZ6LZ3R013175", "NAVADEN - SIVA", "18.01.2006"
"SEAT", "LEON", "LJ583VU", "VSSZZZ1MZ1R023981", "KOVINSKI - ZELENA", "18.01.2006"
"RENAULT", "MEGANE", "LJ595RN", "VF1KMRG0634957149", "NAVADEN - ČRNA", "18.01.2006"
"VOLKSWAGEN", "GOLF", "LJG0388", "WVWZZZ1JZ1D004508", "KOVINSKI - SIVA", "18.01.2006"
"RENAULT", "CLIO", "LJT717Y", "VF1BB05EF31575081", "NAVADEN - ČRNA", "17.01.2006"
"VOLKSWAGEN", "GOLF", "CEU4021", "WVWZZZ1JZ2D095335", "KOVINSKI - SIVA", "17.01.2006"
"FORD", "FIESTA", "MSC7818", "WF0HXXGAJH4R08376", "NAVADEN - RDEČA", "17.01.2006"
"RENAULT", "MEGANE", "LJC042Y", "VF1JA0B0528773503", "KOVINSKI - SIVA", "17.01.2006"
"RENAULT", "CLIO", "KRJ1917", "VF1BB080F29834327", "", "17.01.2006"
"TOMOS", "APN 6", "MBZ2783", "437876", "NAVADEN - RDEČA", "17.01.2006"
"BMW", "530", "CE9I999", "WBANC71040B152286", "KOVINSKI - SIVA", "16.01.2006"
"PEUGEOT", "206", "", "VF32AKFWF44320156", "NAVADEN - SIVA", "16.01.2006"
"RENAULT", "CLIO", "MBU7335", "VF1CB0A0F19205642", "NAVADEN - BELA", "13.01.2006"
"RENAULT", "CLIO", "SG1863A", "VF1BB0A0F20506060", "NAVADEN - MODRA", "13.01.2006"
"VOLKSWAGEN", "GOLF", "KPH6166", "WVWZZZ1JZYW604684", "", "13.01.2006"
"OPEL", "OSTALI TIPI", "", "W0LJ7ACA63V605284", "", "13.01.2006"
"ŠKODA", "FAVORIT", "LJS110T", "TMBAEF300R0953175", "NAVADEN - MODRA", "12.01.2006"
"OPEL", "ASTRA", "LJ4272J", "W0L0TGF4836068354", "", "12.01.2006"
"AUDI", "A 4", "LJ953PD", "WAUZZZ8E03A214483", "NAVADEN - ČRNA", "12.01.2006"
"AUDI", "A 3", "LJ982JN", "WAUZZZ8LZVA056152", "KOVINSKI - ČRNA", "12.01.2006"
"CITROEN", "AX", "", "VF7ZAZJ0029ZJ1319", "KOVINSKI - RDEČA", "11.01.2006"
"DAIHATSU", "CHARADE", "LJR999Y", "JDAG100S000688914", "NAVADEN - RDEČA", "11.01.2006"
"NISSAN", "SUNNY", "LJB333X", "JN100PN13U0408960", "", "11.01.2006"
"BMW", "520", "OFH1561", "WBANA31030B0260328", "NAVADEN - ČRNA", "11.01.2006"
"BMW", "530", "KPV4428", "WBANC71090B137105", "KOVINSKI - MODRA", "10.01.2006"
"MALAGUTI", "PHANTOM F 12", "KPP2113", "ZJM47000047028736", "KOVINSKI - MODRA", "09.01.2006"
"VOLKSWAGEN", "PASSAT", "LJF677Y", "WVWZZZ3BZ2P112107", "NAVADEN - ČRNA", "09.01.2006"
"RENAULT", "CLIO", "LJ828AH", "VF1557K0F16550096", "KOVINSKI - RDEČA", "09.01.2006"
"RENAULT", "CLIO", "LJY3187", "VF1CB05CF26680563", "KOVINSKI - RUMENA", "09.01.2006"
"VOLKSWAGEN", "GOLF", "KR4275F", "WVWZZZ1JZ3W464543", "KOVINSKI - SIVA", "06.01.2006"
"RENAULT", "CLIO", "LJY702K", "VF1B57B0514122454", "KOVINSKI - SIVA", "05.01.2006"
"SEAT", "TOLEDO", "LJK779U", "VSSZZZ1MZYB031233", "KOVINSKI - MODRA", "05.01.2006"
"SEAT", "LEON", "GO6868E", "VSSZZZ1MZ1R001259", "KOVINSKI - RDEČA", "05.01.2006"
"", "400", "BT447AS", "WDB2200281A161526", "NAVADEN - ČRNA", "04.01.2006"
"RENAULT", "CLIO", "LJK061Y", "VF1BB05EF31336489", "KOVINSKI - SIVA", "04.01.2006"
"VOLKSWAGEN", "PASSAT", "LJP135Z", "WVWZZZ3BZ1P191773", "KOVINSKI - SIVA", "04.01.2006"
"TOMOS", "A 3 MS", "LJK6685", "371143", "NAVADEN - RDEČA", "04.01.2006"
"RENAULT", "CLIO", "LJP309U", "VF1B57B0511922379", "KOVINSKI - ZELENA", "03.01.2006"
"MOTO MORINI", "500", "", "500R03941", "NAVADEN - RUMENA", "03.01.2006"
"TOMOS", "APN 6 S", "CEA2205", "466442", "KOVINSKI - ZELENA", "03.01.2006"
"RENAULT", "LAGUNA", "NEREGISTRIRA", "VF1KG0G0628692347", "SREBRNA", "30.12.2005"
"ŠKODA", "OCTAVIA", "LJR545C", "TMBGP41U232695612", "KOVINSKI - ZELENA", "28.12.2005"
"TOMOS", "APN 6", "MBC3037", "462842", "", "28.12.2005"
"PEUGEOT", "307", "", "VF33CRHYB83776024", "NAVADEN - SIVA", "28.12.2005"
"VOLKSWAGEN", "PASSAT", "LJM194U", "WVWZZZ3BZYP053873", "KOVINSKI - ZELENA", "28.12.2005"
"VOLKSWAGEN", "GOLF", "KPC9879", "WVWZZZ1HZRW011819", "NAVADEN - MODRA", "28.12.2005"
"NISSAN", "MICRA", "", "JN1000K10U0686526", "", "27.12.2005"
"NISSAN", "SUNNY", "", "JN10WHB11U0070621", "", "27.12.2005"
"RENAULT", "CLIO", "LJ639LK", "VF1CB2G0533267968", "KOVINSKI - SIVA", "27.12.2005"
"ŠKODA", "OCTAVIA", "LJD200K", "TMBBG41U3Y2291297", "", "27.12.2005"
"AUDI", "", "LJN540K", "WAUZZZ4DZSN003924", "NAVADEN - SIVA", "27.12.2005"
"VOLKSWAGEN", "PASSAT", "LJT348A", "WVWZZZ3BZ2P354290", "NAVADEN - SIVA", "27.12.2005"
"RENAULT", "R5", "POS1350", "VF1C40F0501020199", "NAVADEN - BELA", "27.12.2005"
"AUDI", "A 3", "LJC008Y", "WAUZZZ8LZ1A024934", "NAVADEN - BELA", "27.12.2005"
"RENAULT", "CLIO", "LJY7380", "VF1B57B0513920165", "NAVADEN - BELA", "23.12.2005"
"TOYOTA", "AVENSIS", "LJ930SD", "JTEGG22B605021471", "KOVINSKI - RDEČA", "22.12.2005"
"AUDI", "A 3", "", "WAUZZZ8L43A077109", "KOVINSKI - SIVA", "22.12.2005"
"AUDI", "A 4", "LJT174Y", "WAUZZZ8DZYA055220", "KOVINSKI - MODRA", "21.12.2005"
"VOLKSWAGEN", "PASSAT", "LJ430JN", "WVWZZZ3BZ3E144628", "", "21.12.2005"
"AUDI", "A 6", "MBL902D", "WAUZZZ4BZXN090303", "NAVADEN - ČRNA", "20.12.2005"
"TOMOS", "APN 6", "MBZ1760", "473403", "NAVADEN - RUMENA", "20.12.2005"
"TOMOS", "APN 6", "MBT1239", "481271", "NAVADEN - RUMENA", "20.12.2005"
"TOMOS", "APN 6", "MBC2846", "ZZ1A6GBAP00519336", "NAVADEN - RUMENA", "20.12.2005"
"TOMOS", "APN 6", "MBT1380", "481341", "NAVADEN - RUMENA", "20.12.2005"
"ALFA ROMEO", "155", "TS40345", "ZAR 16700000102018", "", "20.12.2005"
"VOLKSWAGEN", "PASSAT", "LJN811S", "WVWZZZ3BZ1P101048", "KOVINSKI - SIVA", "19.12.2005"
"CITROEN", "BX", "KPK8321", "VF7XBEE0004EE2789", "", "19.12.2005"
"VOLKSWAGEN", "LUPO", "LJX722N", "WVWZZZ6EZYW003518", "KOVINSKI - MODRA", "15.12.2005"
"AUDI", "A 4", "LJV480C", "WAUZZZ8E22A023050", "", "15.12.2005"
"PEUGEOT", "307", "", "VF33BRFJC84122138", "", "15.12.2005"
"VOLKSWAGEN", "GOLF", "LJM962E", "WVWZZZ1JZXW695719", "KOVINSKI - ZELENA", "14.12.2005"
"AUDI", "", "LJ760RH", "WAUZZZ4BZWN119408", "KOVINSKI - ZELENA", "13.12.2005"
"AUDI", "A 4", "KRB7606", "WAUZZZ8E12A206682", "KOVINSKI - MODRA", "13.12.2005"
"VOLKSWAGEN", "PASSAT", "LJC933Y", "WVWZZZ3BZ3E174334", "KOVINSKI - SIVA", "12.12.2005"
"VOLKSWAGEN", "SHARAN", "LJX046J", "WVWZZZ7MZ4V016452", "KOVINSKI - SIVA", "12.12.2005"
"TOMOS", "A 3 KLSG", "", "634356", "SREBRNA", "12.12.2005"
"", "E", "LJZ725N", "WDB2100071A723412", "NAVADEN - ČRNA", "09.12.2005"
"AUDI", "A 3", "", "WAUZZZ8LZVA082124", "KOVINSKI - ČRNA", "09.12.2005"
"RENAULT", "CLIO", "CEP1839", "VF1B57A0514182843", "NAVADEN - RDEČA", "08.12.2005"
"RENAULT", "CLIO", "LJF389K", "VF1CB05CF29370643", "NAVADEN - MODRA", "08.12.2005"
"AUDI", "A 4", "KRV2630", "WAUZZZ8E02A162514", "KOVINSKI - SIVA", "07.12.2005"
"FIAT", "DUCATO", "ZG5768BC", "2FA24400007439299", "NAVADEN - BELA", "07.12.2005"
"TOMOS", "APN 6 S", "NEREGISTRIRA", "466943", "NAVADEN - RDEČA", "07.12.2005"
"M.A.N.", "", "CE1980J", "WMAT32ZZZYM301270", "", "06.12.2005"
"ALFA ROMEO", "147", "LJ342MG", "ZAR93700003020738", "", "06.12.2005"
"VOLKSWAGEN", "PASSAT", "LJZ898V", "WVWZZZ3BZ2E101392", "KOVINSKI - MODRA", "06.12.2005"
"RENAULT", "CLIO", "LJ884RN", "VF1CB07CF26622290", "KOVINSKI - SIVA", "06.12.2005"
"RENAULT", "MEGANE", "LJY147V", "VF1BMR20532012841", "", "06.12.2005"
"AUDI", "", "LJY5468", "WAUZZZ8LZYA049324", "KOVINSKI - SIVA", "05.12.2005"
"AUDI", "A 4", "LJA369X", "WAUZZZ8DZWA130547", "NAVADEN - SIVA", "02.12.2005"
"VOLKSWAGEN", "GOLF", "CD3405", "WVWZZZ1KZ5P031605", "KOVINSKI - SIVA", "02.12.2005"
"FIAT", "STILO", "LJY466H", "ZFA19200000524362", "", "30.11.2005"
"RENAULT", "TWINGO", "LJS497N", "VF1C0660515738603", "NAVADEN - RDEČA", "30.11.2005"
"AUDI", "A 4", "SGT7350", "WAUZZZ8EZ1A039551", "KOVINSKI - MODRA", "30.11.2005"
"PIAGGIO", "RUNNER 180", "KPC841", "ZAPM0800000004319", "", "29.11.2005"
"HONDA", "HRV", "LJN602Y", "JHMGH47504S201917", "KOVINSKI - SIVA", "29.11.2005"
"AUDI", "A 4", "LJX689C", "WAUZZZ8E82A075475", "KOVINSKI - SIVA", "29.11.2005"
"VOLKSWAGEN", "PASSAT", "LJC599X", "WVWZZZ3BZYE239715", "NAVADEN - BELA", "25.11.2005"
"VOLKSWAGEN", "GOLF", "LJ516RY", "WVWZZZ1JZ2W230784", "KOVINSKI - SIVA", "25.11.2005"
"TPV", "VSI TIPI", "A605KK", "ZY2B1530030000986", "", "25.11.2005"
"VESPA", "", "LJF689", "VSX1T310308", "", "24.11.2005"
"RENAULT", "MEGANE", "KRR5658", "VF1CM0G0629319440", "KOVINSKI - ZELENA", "24.11.2005"
"VOLKSWAGEN", "PASSAT", "LJY899F", "WVWZZZ3CZ6P007028", "KOVINSKI - ČRNA", "24.11.2005"
"BMW", "528", "CEV8607", "WBADM51010GS03646", "", "23.11.2005"
"MITSUBISHI", "CARISMA", "LJU590Y", "XMCLNDA1A3F037995", "NAVADEN - ČRNA", "23.11.2005"
"VOLKSWAGEN", "GOLF", "CED0825", "WVWZZZ1JZ2W682110", "KOVINSKI - RDEČA", "23.11.2005"
"TOMOS", "APN 6", "LJK6764", "285709", "", "23.11.2005"
"HYUNDAI", "SONATA", "LJY411D", "KMHEN41BP4A062651", "KOVINSKI - SIVA", "22.11.2005"
"FIAT", "DUCATO", "KRJ4344", "ZFA24400007441963", "NAVADEN - BELA", "22.11.2005"
"FIAT", "", "MBZ2737", "ZFA24400007159676", "NAVADEN - BELA", "22.11.2005"
"HONDA", "SERIJA CBR", "LJ479F", "JH2PC35F05M603137", "NAVADEN - RDEČA", "22.11.2005"
"RENAULT", "SCENIC", "LJX778X", "VF1JMRG0631693112", "", "21.11.2005"
"VOLKSWAGEN", "GOLF", "LJT0208", "WVWZZZ1JZXW475284", "SREBRNA", "21.11.2005"
"TOMOS", "APN 4", "MBA1388", "227509", "", "21.11.2005"
"RENAULT", "LAGUNA", "LJ514LK", "VF1BG0G0625173461", "NAVADEN - BELA", "21.11.2005"
"TOYOTA", "YARIS", "PO5698S", "VNKJL123X0A108474", "KOVINSKI - MODRA", "18.11.2005"
"VOLKSWAGEN", "GOLF", "LJU659R", "WVWZZZ1GZLW080550", "NAVADEN - BELA", "18.11.2005"
"AUDI", "", "LJX900X", "WAUZZZ8LZWA063855", "", "18.11.2005"
"KYMCO", "SC 10 FEVER", "MSF2389", "RFBSC10AS60001906", "", "18.11.2005"
"RENAULT", "R5", "MBT336A", "VF1B4010510136317", "NAVADEN - RDEČA", "18.11.2005"
"OPEL", "ASTRA", "", "W0L0AHL4855015264", "NAVADEN - ČRNA", "16.11.2005"
"TOMOS", "A 5 A", "MBT2358", "693119", "NAVADEN - MODRA", "16.11.2005"
"ŠKODA", "OCTAVIA", "LJR440C", "TMBKG41U3Y8296092", "KOVINSKI - SIVA", "16.11.2005"
"PEUGEOT", "206", "", "VF32CKFWF41813583", "NAVADEN - ZELENA", "16.11.2005"
"FIAT", "UNO", "NMF3181", "ZFA146A0000031895", "KOVINSKI - MODRA", "15.11.2005"
"NISSAN", "TERRANO II", "LJ6050X", "VSKTVUR20U0524496", "KOVINSKI - SIVA", "15.11.2005"
"VOLKSWAGEN", "GOLF", "LJY149A", "WVWZZZ1JZYD038143", "KOVINSKI - MODRA", "15.11.2005"
"RENAULT", "MEGANE", "LJ299SL", "VF1BMR20533106180", "", "15.11.2005"
"VOLKSWAGEN", "GOLF", "KRR7252", "WVWZZZ1KZ5P071408", "", "15.11.2005"
"HYOSUNG", "SUPER CUB PLUS", "LJK1503", "KM4CA12A7R1234001", "KOVINSKI - RDEČA", "14.11.2005"
"TOMOS", "APN 6 ALPINO", "", "463336", "NAVADEN - MODRA", "14.11.2005"
"PEUGEOT", "SPEEDFIGHT", "SGA1638", "VGAS1B00B00010123", "KOVINSKI - MODRA", "14.11.2005"
"TOMOS", "APN 6", "", "387213", "", "13.11.2005"
"VOLKSWAGEN", "PASSAT", "LJX4566", "WVWZZZ3BZ2E149194", "SREBRNA", "11.11.2005"
"AUDI", "A 3", "KPA7949", "WAUZZZ8L52A008556", "KOVINSKI - BELA", "11.11.2005"
"VOLKSWAGEN", "PASSAT", "LJF060D", "WVWZZZ3BZ4E222390", "KOVINSKI - MODRA", "09.11.2005"
"RENAULT", "CLIO", "LJ1994A", "VF1BB05CF25200150", "KOVINSKI - ZELENA", "09.11.2005"
"FIAT", "DOBLO", "M5014", "ZFA22300005240713", "KOVINSKI - MODRA", "09.11.2005"
"BMW", "530", "LJ511AH", "WBANC71010B145912", "KOVINSKI - ČRNA", "09.11.2005"
"VOLKSWAGEN", "GOLF", "NMR2477", "WVWZZZ1HZRW082481", "", "08.11.2005"
"VOLKSWAGEN", "GOLF", "CEK1516", "WVWZZZ1JZ1D647605", "KOVINSKI - SIVA", "08.11.2005"
"VOLKSWAGEN", "PASSAT", "LJV0413", "WVWZZZ3BZ3E142237", "", "08.11.2005"
"TOMOS", "", "417406", "417406", "NAVADEN - MODRA", "08.11.2005"
"JEEP", "GRAND CHEROKEE", "LJX297T", "1J8G2E8A94Y142107", "", "08.11.2005"
"GILERA", "RUNNER 50", "", "ZAPC3640000023001", "NAVADEN - SIVA", "07.11.2005"
"VOLKSWAGEN", "GOLF", "KRK3562", "WVWZZZ1JZ3W044727", "KOVINSKI - SIVA", "07.11.2005"
"BMW", "320", "LJX425P", "WBAEN11090PB00763", "", "07.11.2005"
"AUDI", "", "CEV5214", "WAUZZZ4BZXN089850", "NAVADEN - SIVA", "04.11.2005"
"HYUNDAI", "COUPE", "LJR180X", "KMHHM61BP3U102579", "", "04.11.2005"
"APRILIA", "SR 50", "LJA4699", "ZD4RLD1004S028220", "SREBRNA", "03.11.2005"
"PIAGGIO", "QUARTZ 50", "LJA4012", "NSP1T0040229", "", "03.11.2005"
"YAMAHA", "YQ 50", "CER4555", "VG5SA141000053492", "NAVADEN - RDEČA", "03.11.2005"
"AUDI", "A 4", "LJZ202D", "WAUZZZ8EX3A347090", "NAVADEN - SIVA", "03.11.2005"
"PIAGGIO", "TYPHOON 50", "CER1489", "TEC2T0059734", "NAVADEN - RUMENA", "03.11.2005"
"ZASTAVA", "JUGO", "", "VX1145A0000178969", "", "03.11.2005"
"TOMOS", "A 25-BBA", "", "ZZ1A25D1100411797", "", "02.11.2005"
"PIAGGIO", "NRG MC 2", "KPP2966", "ZAP00400056402", "", "02.11.2005"
"VOLKSWAGEN", "GOLF", "KRZ9162", "WVWZZZ1JZYW729780", "NAVADEN - RDEČA", "02.11.2005"
"VOLKSWAGEN", "PASSAT", "LJD693Y", "WVWZZZ3BZYE013154", "NAVADEN - ZELENA", "02.11.2005"
"VOLKSWAGEN", "GOLF", "MBN2164", "WVWZZZ1JZ3W121422", "NAVADEN - ČRNA", "02.11.2005"
"PEUGEOT", "BOXER", "LJH015Y", "VF3233JL216104973", "NAVADEN - BELA", "02.11.2005"
"RENAULT", "MEGANE", "MBS250D", "VF1BMR20532750718", "NAVADEN - VIJOLIČNA", "02.11.2005"
"SEAT", "CORDOBA", "LJF624F", "VSSZZZ6LZ3R229454", "KOVINSKI - ZELENA", "28.10.2005"
"", "E 200", "KRZ2266", "WDB2110041A154528", "KOVINSKI - SIVA", "28.10.2005"
"TOYOTA", "AVENSIS", "MSF6710", "SB1EW56L30E100555", "NAVADEN - SIVA", "27.10.2005"
"MAZDA", "6", "LJM901E", "JMZGY19T201149457", "", "27.10.2005"
"RENAULT", "SCENIC", "LJ9968Y", "VF1JM0G0629424822", "", "27.10.2005"
"RENAULT", "CLIO", "LJT577X", "VF1CB0A0F21151888", "NAVADEN - RDEČA", "26.10.2005"
"YAMAHA", "YQ 50", "LJK4740", "VG5SA141000106164", "", "26.10.2005"
"SEAT", "LEON", "LJT997S", "VSSZZZ1MZ1R064449", "KOVINSKI - MODRA", "25.10.2005"
"VOLKSWAGEN", "PASSAT", "LJT598P", "WVWZZZ3BZ1E151250", "NAVADEN - SIVA", "24.10.2005"
